ID,Age (25+),Has_Job,Income (>$1000),Avails_Membership
1358,0,0,1,0
1359,1,0,0,0
1360,0,1,1,0
1361,1,1,0,1
1362,1,1,0,1
1363,0,1,0,0
1364,1,0,0,0
1365,1,1,0,1
1366,1,0,1,0
1367,0,0,1,0
1368,1,1,0,1
1369,0,0,0,0
1370,1,1,1,1
1371,0,0,1,0
1372,0,1,1,0
1373,1,1,1,1
1374,1,1,1,1
1375,0,1,0,1
1376,0,1,0,0
1377,1,1,1,1
1378,0,0,1,0
1379,1,0,1,0
1380,1,0,1,0
1381,1,1,1,1
1382,1,0,1,0
1383,0,1,1,1
1384,1,0,1,0
1385,0,0,1,0
1386,1,1,0,1
1387,0,0,1,1
1388,1,0,1,0
1389,0,0,0,0
1390,0,1,0,1
1391,1,0,0,1
1392,1,1,1,1
1393,1,0,1,0
1394,1,0,1,1
1395,0,0,1,0
1396,1,0,0,0
1397,0,1,1,1
1398,0,0,1,0
1399,1,1,0,1
1400,0,1,1,0
1401,0,0,1,0
1402,0,0,1,0
1403,0,1,1,1
1404,1,1,0,1
1405,1,0,0,0
1406,1,0,0,0
1407,1,0,0,1
1408,0,0,1,0
1409,0,0,1,0
1410,1,1,1,1
1411,1,0,0,0
1412,1,0,0,0
1413,0,1,0,0
1414,1,0,1,0
1415,1,0,1,0
1416,1,1,0,1
1417,0,0,0,0
1418,0,1,1,1
1419,0,0,1,0
1420,0,0,1,0
1421,0,0,0,0
1422,0,1,0,0
1423,0,1,0,0
1424,0,1,0,0
1425,1,1,1,1
1426,1,0,1,0
1427,0,1,1,1
1428,0,1,0,0
1429,1,1,1,1
1430,0,0,1,0
1431,0,0,1,0
1432,0,1,1,0
1433,1,1,1,1
1434,1,0,0,1
1435,1,1,1,1
1436,1,1,1,1
1437,1,1,0,1
1438,0,1,0,0
1439,1,0,1,0
1440,0,0,1,0
1441,0,0,1,0
1442,1,1,1,1
1443,1,1,0,1
1444,0,0,1,0
1445,0,0,0,1
1446,0,0,1,0
1447,1,1,1,1
1448,1,0,1,0
1449,1,1,0,0
1450,1,1,1,1
1451,1,0,1,0
1452,0,0,0,0
1453,1,1,1,1
1454,0,0,0,0
1455,0,0,1,1
1456,0,1,0,0
1457,1,1,0,1
1458,1,1,0,1
1459,1,1,1,1
1460,0,1,0,0
1461,0,0,0,1
1462,0,1,1,0
1463,0,1,0,0
1464,0,1,1,1
1465,0,0,1,0
1466,1,1,0,1
1467,1,1,0,1
1468,1,1,1,1
1469,1,0,0,0
1470,0,1,0,0
1471,0,1,0,0
1472,1,1,0,1
1473,0,0,1,0
1474,1,0,1,0
1475,1,0,0,0
1476,1,0,1,1
1477,0,1,0,1
1478,1,1,0,1
1479,1,0,0,0
1480,1,0,0,0
1481,0,1,1,1
1482,0,1,0,0
1483,1,0,1,1
1484,0,0,0,0
1485,0,0,1,0
1486,0,0,1,0
1487,0,1,1,0
1488,0,0,1,0
1489,0,0,0,0
1490,0,1,1,1
1491,0,1,0,1
1492,0,1,1,1
1493,0,1,1,1
1494,1,1,1,1
1495,1,0,0,1
1496,0,0,1,0
1497,1,0,0,0
1498,1,1,0,1
1499,0,0,0,0
1500,0,1,1,0
1501,0,0,1,0
1502,1,0,1,0
1503,1,1,1,1
1504,0,1,1,1
1505,0,0,1,0
1506,0,0,1,0
1507,1,0,0,0
1508,1,0,1,0
1509,1,0,0,1
1510,1,1,0,1
1511,0,1,1,0
1512,0,1,1,1
1513,0,1,0,0
1514,0,0,0,0
1515,1,0,1,0
1516,1,1,0,1
1517,0,0,0,0
1518,0,1,0,0
1519,1,0,0,0
1520,0,0,1,0
1521,1,0,1,1
1522,0,1,0,0
1523,0,1,0,0
1524,0,1,0,0
1525,0,1,1,1
1526,0,0,1,0
1527,0,0,0,0
1528,0,0,0,0
1529,1,0,0,1
1530,1,1,1,0
1531,1,0,0,0
1532,1,0,0,0
1533,1,0,0,0
1534,0,1,0,0
1535,0,1,0,0
1536,1,1,1,1
1537,0,0,1,0
1538,1,1,1,1
1539,1,0,0,0
1540,0,0,1,0
1541,0,0,0,1
1542,0,1,1,1
1543,1,1,1,1
1544,0,0,0,0
1545,1,0,0,0
1546,1,1,0,1
1547,1,1,1,0
1548,0,1,0,1
1549,0,0,1,0
1550,1,0,1,1
1551,0,0,1,0
1552,0,1,0,0
1553,0,1,0,0
1554,1,1,0,0
1555,1,0,1,0
1556,0,0,1,0
1557,1,1,0,1
1558,0,0,1,0
1559,0,1,1,0
1560,0,0,1,0
1561,0,1,0,1
1562,1,0,1,0
1563,1,0,1,0
1564,1,1,0,1
1565,0,1,0,0
1566,0,1,0,0
1567,0,1,0,0
1568,1,1,0,1
1569,0,0,0,0
1570,1,1,1,1
1571,1,1,1,1
1572,1,1,1,1
1573,1,0,1,0
1574,1,1,0,1
1575,1,1,1,1
1576,0,1,0,0
1577,0,0,0,0
1578,1,0,1,0
1579,1,1,1,1
1580,0,0,0,0
1581,1,1,0,1
1582,1,0,0,0
1583,0,1,0,0
1584,1,0,1,0
1585,1,1,0,1
1586,1,1,1,1
1587,0,0,0,0
1588,0,1,0,0
1589,0,1,0,1
1590,1,1,1,1
1591,1,1,0,1
1592,0,0,1,0
1593,1,1,1,1
1594,1,0,1,0
1595,1,0,0,0
1596,1,0,1,1
1597,1,0,1,1
1598,0,1,0,0
1599,1,1,0,1
1600,0,0,1,0
1601,1,1,1,1
1602,0,0,0,0
1603,1,1,1,1
1604,0,1,1,0
1605,1,1,1,1
1606,0,0,0,0
1607,1,0,1,0
1608,0,1,0,0
1609,1,0,0,1
1610,0,0,0,0
1611,0,1,1,1
1612,1,0,0,0
1613,1,1,1,1
1614,0,1,0,1
1615,1,1,1,1
1616,0,0,1,0
1617,0,1,1,1
1618,0,1,0,0
1619,1,0,1,1
1620,0,0,1,0
1621,0,0,0,0
1622,1,0,0,0
1623,1,1,1,1
1624,1,0,0,0
1625,1,0,0,0
1626,0,0,0,0
1627,0,0,1,0
1628,0,1,0,0
1629,0,0,1,0
1630,1,1,0,1
1631,0,0,0,0
1632,0,1,1,1
1633,1,1,0,1
1634,0,0,0,1
1635,0,1,0,0
1636,0,0,0,0
1637,0,1,1,0
1638,0,1,1,1
1639,0,1,1,1
1640,1,0,1,0
1641,1,1,1,1
1642,0,0,1,0
1643,0,1,1,0
1644,1,1,0,1
1645,0,1,1,1
1646,0,1,1,0
1647,0,1,1,0
1648,1,1,0,1
1649,0,0,1,0
1650,1,0,1,0
1651,0,0,1,1
1652,1,1,0,1
1653,1,0,1,0
1654,0,1,0,0
1655,1,0,0,0
1656,0,0,0,0
1657,1,1,0,1
1658,0,1,1,1
1659,0,0,0,0
1660,1,0,0,1
1661,0,0,1,0
1662,0,0,0,0
1663,1,1,0,0
1664,0,0,0,0
1665,0,1,0,0
1666,1,1,0,1
1667,1,0,0,0
1668,0,1,1,0
1669,0,0,1,0
1670,1,1,1,1
1671,1,1,1,1
1672,0,0,0,0
1673,1,1,0,0
1674,0,1,0,0
1675,0,0,1,0
1676,0,1,1,1
1677,0,1,0,0
1678,0,0,0,0
1679,1,0,1,1
1680,1,1,1,1
1681,1,1,1,1
1682,1,1,1,1
1683,0,0,0,1
1684,0,1,1,0
1685,0,1,1,1
1686,0,1,0,0
1687,1,1,0,1
1688,0,1,0,0
1689,0,1,1,1
1690,1,0,1,0
1691,1,0,1,0
1692,1,1,1,1
1693,1,1,0,1
1694,0,0,0,0
1695,0,0,1,0
1696,1,0,1,0
1697,0,1,1,1
1698,0,1,0,0
1699,0,1,1,1
1700,1,1,0,1
1701,0,0,1,0
1702,1,0,0,1
1703,0,0,0,0
1704,0,0,1,0
1705,0,1,0,0
1706,1,1,0,1
1707,0,0,1,0
1708,1,0,0,0
1709,1,0,1,0
1710,1,0,0,0
1711,0,0,0,0
1712,0,1,0,0
1713,0,1,0,0
1714,0,0,1,0
1715,1,0,1,0
1716,1,0,1,0
1717,1,1,0,1
1718,0,1,0,0
1719,1,1,1,1
1720,0,0,1,0
1721,1,1,1,1
1722,0,0,1,0
1723,0,1,0,0
1724,1,1,1,1
1725,1,1,0,1
1726,1,0,1,0
1727,1,0,0,1
1728,0,1,1,1
1729,1,0,1,0
1730,1,0,0,0
1731,1,0,0,0
1732,0,0,1,1
1733,0,0,0,0
1734,1,0,1,0
1735,0,0,0,0
1736,1,1,1,1
1737,0,0,1,0
1738,0,0,1,0
1739,0,1,1,0
1740,0,1,1,1
1741,1,1,1,1
1742,1,1,1,1
1743,1,0,1,0
1744,0,1,0,0
1745,1,1,0,1
1746,1,0,0,0
1747,1,0,1,0
1748,0,0,1,0
1749,0,1,1,0
1750,0,0,0,0
1751,1,1,0,0
1752,1,0,0,0
1753,1,0,0,1
1754,0,1,0,0
1755,0,0,1,0
1756,1,0,0,0
1757,0,0,1,0
1758,0,0,1,0
1759,0,0,1,0
1760,0,1,0,0
1761,1,1,0,1
1762,0,0,1,0
1763,0,1,0,0
1764,0,1,0,0
1765,0,1,1,0
1766,1,0,1,1
1767,1,0,1,0
1768,0,0,1,0
1769,0,1,1,0
1770,0,1,0,0
1771,0,0,1,0
1772,0,0,0,0
1773,0,1,0,0
1774,1,1,1,1
1775,0,0,1,0
1776,1,1,0,1
1777,1,1,1,1
1778,0,1,0,0
1779,1,1,1,1
1780,1,1,1,1
1781,1,1,0,1
1782,1,1,0,1
1783,1,0,1,1
1784,1,0,1,0
1785,0,1,1,1
1786,1,1,0,1
1787,1,1,1,1
1788,1,0,1,0
1789,0,0,1,0
1790,1,1,1,0
1791,0,0,0,0
1792,1,1,0,1
1793,0,1,0,0
1794,0,1,1,0
1795,1,1,1,1
1796,1,1,1,1
1797,0,1,0,0
1798,1,1,0,1
1799,0,0,0,1
1800,0,1,0,0
1801,0,0,1,0
1802,0,1,0,0
1803,0,1,0,0
1804,1,0,1,0
1805,0,0,0,0
1806,0,1,1,0
1807,1,0,1,0
1808,0,1,1,0
1809,1,1,1,1
1810,1,0,1,1
1811,1,0,0,0
1812,0,0,0,0
1813,0,0,1,0
1814,0,1,0,0
1815,1,0,1,0
1816,0,0,0,1
1817,1,0,0,0
1818,0,0,0,1
1819,1,0,0,0
1820,0,1,0,0
1821,0,1,0,0
1822,0,0,0,0
1823,1,0,1,1
1824,1,1,1,1
1825,0,0,1,0
1826,0,1,0,1
1827,1,1,0,1
1828,1,0,1,1
1829,1,1,1,1
1830,0,0,0,0
1831,1,0,1,0
1832,0,1,1,1
1833,1,1,1,1
1834,0,0,1,0
1835,1,1,0,1
1836,1,0,1,1
1837,1,1,1,1
1838,1,1,1,1
1839,1,0,1,1
1840,0,0,0,0
1841,1,0,1,0
1842,1,1,1,1
1843,1,0,1,0
1844,0,0,1,0
1845,1,1,1,1
1846,0,1,0,0
1847,1,0,1,0
1848,1,0,1,0
1849,0,0,0,0
1850,1,0,1,0
1851,0,1,0,0
1852,0,1,1,1
1853,1,0,0,0
1854,0,0,0,0
1855,1,0,1,0
1856,1,1,0,0
1857,0,0,1,0
1858,0,0,0,1
1859,0,1,0,0
1860,0,1,1,1
1861,1,0,0,0
1862,1,0,1,0
1863,0,1,0,0
1864,1,0,0,0
1865,1,0,1,0
1866,1,1,1,1
1867,1,1,0,0
1868,0,1,1,1
1869,0,0,1,0
1870,1,1,0,1
1871,0,1,0,0
1872,0,0,1,0
1873,0,0,0,1
1874,1,1,1,1
1875,1,1,1,1
1876,1,0,1,0
1877,0,0,1,1
1878,1,1,1,1
1879,1,1,1,1
1880,0,0,0,0
1881,1,1,1,1
1882,1,0,0,0
1883,0,1,1,0
1884,0,0,0,0
1885,0,0,0,0
1886,1,1,0,1
1887,1,1,1,0
1888,1,0,0,0
1889,0,1,0,0
1890,0,1,1,1
1891,1,1,0,1
1892,1,0,0,0
1893,0,1,1,1
1894,0,1,0,0
1895,0,0,0,0
1896,0,1,1,1
1897,1,1,0,1
1898,0,0,0,0
1899,1,0,0,0
1900,1,1,0,0
1901,1,1,1,1
1902,0,0,1,0
1903,0,0,1,0
1904,0,1,1,1
1905,0,1,0,0
1906,1,1,1,0
1907,0,0,1,0
1908,0,1,0,1
1909,1,0,0,0
1910,0,0,0,1
1911,1,0,1,0
1912,1,1,0,1
1913,1,1,0,0
1914,1,1,0,1
1915,1,0,1,1
1916,1,1,1,1
1917,1,0,1,0
1918,1,0,1,0
1919,0,0,1,0
1920,0,0,1,0
1921,0,0,1,0
1922,0,0,0,0
1923,1,1,0,1
1924,0,0,0,0
1925,1,1,1,1
1926,0,0,1,0
1927,0,1,0,0
1928,0,1,0,0
1929,1,1,1,1
1930,0,1,1,0
1931,1,0,1,0
1932,1,0,1,0
1933,0,0,1,0
1934,0,0,1,1
1935,0,1,1,1
1936,1,1,1,1
1937,0,1,0,0
1938,1,0,1,1
1939,1,1,1,1
1940,0,0,1,0
1941,0,1,0,0
1942,1,1,0,1
1943,1,1,1,1
1944,1,1,0,1
1945,0,1,0,0
1946,1,0,0,1
1947,0,1,1,0
1948,1,0,1,0
1949,1,0,1,1
1950,0,0,1,0
1951,1,0,1,0
1952,0,0,1,1
1953,0,0,1,0
1954,1,0,0,0
1955,0,0,1,0
1956,0,1,1,1
1957,1,1,1,1
1958,0,0,1,0
1959,0,0,1,0
1960,0,0,1,0
1961,1,1,1,1
1962,0,1,1,0
1963,1,0,0,0
1964,1,0,0,0
1965,0,1,1,0
1966,0,1,1,1
1967,0,0,0,0
1968,1,0,1,1
1969,0,0,1,0
1970,0,0,0,0
1971,0,1,1,1
1972,0,1,1,0
1973,0,0,1,0
1974,1,0,0,0
1975,1,0,0,1
1976,0,1,1,1
1977,0,0,0,0
1978,0,0,0,0
1979,0,0,0,1
1980,1,1,1,1
1981,0,0,0,0
1982,1,1,0,1
1983,1,0,0,0
1984,0,0,1,0
1985,1,0,0,1
1986,1,1,0,1
1987,1,0,1,1
1988,1,0,0,1
1989,0,1,0,0
1990,0,1,0,0
1991,1,1,1,1
1992,0,0,1,0
1993,0,1,0,0
1994,0,0,0,1
1995,0,1,0,0
1996,0,1,0,0
1997,1,1,0,1
1998,0,0,0,0
1999,0,0,1,0
2000,0,0,0,0
2001,0,0,0,0
2002,1,0,0,0
2003,1,0,1,0
2004,1,0,0,0
2005,1,0,1,0
2006,0,0,0,0
2007,1,1,0,1
2008,0,1,0,0
2009,0,0,0,0
2010,0,0,0,0
2011,0,0,0,0
2012,0,0,1,0
2013,1,1,0,1
2014,1,1,0,1
2015,1,0,0,1
2016,1,1,1,0
2017,0,1,0,0
2018,1,0,1,1
2019,0,0,0,0
2020,1,0,0,0
2021,0,0,1,0
2022,0,1,1,1
2023,1,0,0,0
2024,0,1,1,1
2025,0,0,1,0
2026,1,1,0,1
2027,0,0,0,0
2028,1,0,0,0
2029,1,1,1,1
2030,1,1,0,1
2031,0,1,0,0
2032,0,0,1,0
2033,0,1,1,1
2034,1,1,0,0
2035,0,1,1,1
2036,1,1,1,1
2037,1,1,1,1
2038,0,1,0,0
2039,1,1,0,0
2040,0,1,0,0
2041,0,1,1,1
2042,0,0,0,0
2043,0,0,0,0
2044,0,1,1,0
2045,1,0,1,1
2046,1,0,0,0
2047,1,1,1,1
2048,0,1,0,0
2049,0,1,0,0
2050,0,1,0,0
2051,1,1,1,1
2052,0,1,1,1
2053,1,0,0,1
2054,1,1,0,1
2055,0,0,0,0
2056,0,1,0,1
2057,1,1,1,1
2058,0,0,0,0
2059,1,1,0,1
2060,0,1,1,1
2061,0,0,0,0
2062,1,1,0,1
2063,0,0,0,0
2064,1,1,0,1
2065,0,1,0,0
2066,1,0,1,0
2067,1,1,1,1
2068,0,0,1,0
2069,1,0,1,0
2070,0,0,0,0
2071,0,1,1,1
2072,0,1,1,1
2073,1,0,1,0
2074,1,1,1,1
2075,0,1,1,1
2076,0,1,1,1
2077,1,0,1,1
2078,0,1,1,1
2079,0,0,0,0
2080,1,1,1,1
2081,0,1,0,0
2082,1,0,1,0
2083,0,1,1,1
2084,1,0,1,0
2085,0,1,0,0
2086,0,0,0,0
2087,1,1,1,1
2088,0,1,0,0
2089,1,1,1,1
2090,0,0,0,0
2091,1,0,0,1
2092,1,0,0,0
2093,1,1,1,0
2094,1,0,0,0
2095,0,0,0,0
2096,0,0,1,0
2097,1,0,0,0
2098,1,0,1,1
2099,1,0,1,0
2100,0,0,0,1
2101,0,0,1,0
2102,0,0,0,0
2103,0,0,0,0
2104,1,1,1,1
2105,1,1,0,1
2106,1,0,0,0
2107,0,1,1,0
2108,0,1,1,0
2109,0,0,0,0
2110,1,0,1,0
2111,1,0,1,0
2112,0,1,1,1
2113,1,0,1,0
2114,0,1,0,0
2115,0,0,0,0
2116,1,1,1,1
2117,0,1,0,1
2118,1,0,1,1
2119,0,0,1,0
2120,1,1,0,1
2121,1,1,0,1
2122,1,0,0,0
2123,0,0,0,0
2124,0,1,1,0
2125,1,0,1,0
2126,1,1,0,1
2127,0,0,1,0
2128,0,0,0,0
2129,0,0,0,0
2130,1,1,0,0
2131,0,0,1,0
2132,0,1,1,1
2133,1,0,0,0
2134,0,1,0,0
2135,0,1,0,0
2136,0,0,0,0
2137,1,1,1,1
2138,1,1,1,1
2139,1,1,0,0
2140,1,1,0,1
2141,1,0,1,0
2142,1,0,0,0
2143,1,0,1,0
2144,0,1,1,1
2145,0,1,0,0
2146,1,0,1,0
2147,0,0,1,0
2148,0,1,1,1
2149,1,0,1,0
2150,0,0,0,0
2151,0,1,1,1
2152,0,0,1,0
2153,0,1,1,0
2154,0,0,0,0
2155,1,1,0,1
2156,1,1,0,1
2157,1,1,1,1
2158,0,1,0,0
2159,1,1,0,1
2160,0,0,0,0
2161,0,0,1,0
2162,0,0,0,0
2163,0,1,0,0
2164,1,0,0,0
2165,1,1,1,1
2166,0,1,1,0
2167,1,0,0,0
2168,0,1,0,0
2169,1,0,0,0
2170,1,1,1,1
2171,0,1,1,1
2172,1,0,0,1
2173,0,1,1,1
2174,1,0,0,1
2175,0,1,1,1
2176,0,0,0,0
2177,1,1,1,1
2178,1,0,0,0
2179,0,0,1,0
2180,1,1,0,0
2181,1,0,0,0
2182,0,1,0,0
2183,0,1,0,0
2184,1,0,1,0
2185,0,0,0,0
2186,0,0,1,0
2187,0,0,1,0
2188,1,0,0,0
2189,1,1,0,1
2190,0,0,0,0
2191,1,1,0,1
2192,0,0,1,0
2193,1,0,1,0
2194,0,0,1,0
2195,0,1,1,1
2196,1,0,0,0
2197,0,1,1,1
2198,1,1,0,1
2199,1,1,0,1
2200,0,0,1,0
2201,0,1,1,1
2202,1,0,1,0
2203,0,1,1,1
2204,0,0,1,0
2205,0,1,1,1
2206,0,0,0,0
2207,0,0,0,0
2208,1,0,0,0
2209,1,1,1,1
2210,0,1,0,0
2211,0,0,0,0
2212,0,1,0,0
2213,1,1,0,1
2214,0,1,0,1
2215,1,1,0,1
2216,1,1,1,1
2217,1,1,1,1
2218,0,1,1,0
2219,1,0,0,0
2220,0,0,1,0
2221,1,1,1,1
2222,0,0,0,0
2223,1,0,1,0
2224,0,0,0,0
2225,1,1,1,0
2226,0,1,0,0
2227,0,1,0,0
2228,0,1,1,0
2229,0,1,0,0
2230,1,0,1,1
2231,1,1,0,1
2232,0,0,1,0
2233,1,1,1,1
2234,0,0,0,0
2235,0,1,1,0
2236,1,1,1,1
2237,0,1,1,1
2238,0,1,0,0
2239,1,1,0,1
2240,0,1,1,0
2241,0,0,1,1
2242,0,1,0,0
2243,0,0,0,0
2244,1,1,1,1
2245,1,0,0,0
2246,1,0,0,0
2247,0,0,1,1
2248,0,0,0,0
2249,1,0,0,0
2250,0,0,0,0
2251,0,1,1,1
2252,0,0,0,0
2253,0,1,1,1
2254,1,1,0,1
2255,1,0,0,0
2256,1,0,1,0
2257,0,1,1,1
2258,1,0,1,0
2259,1,0,1,0
2260,0,0,0,0
2261,0,0,1,0
2262,1,0,1,0
2263,1,0,1,0
2264,1,0,0,0
2265,1,1,0,0
2266,0,0,1,0
2267,1,1,1,1
2268,1,1,1,1
2269,0,1,1,1
2270,1,1,0,1
2271,0,0,1,0
2272,0,1,0,0
2273,0,1,1,1
2274,1,1,1,1
2275,1,1,0,1
2276,0,1,1,1
2277,1,0,1,0
2278,1,0,1,0
2279,0,1,1,1
2280,0,0,0,0
2281,1,0,1,0
2282,0,1,1,1
2283,1,1,0,1
2284,1,1,1,1
2285,1,0,0,0
2286,1,1,1,1
2287,0,0,1,0
2288,0,0,1,0
2289,0,0,0,0
2290,0,1,0,0
2291,1,0,1,0
2292,1,1,0,0
2293,0,1,1,1
2294,1,1,0,0
2295,1,1,1,1
2296,1,1,0,1
2297,0,0,1,0
2298,0,0,0,0
2299,0,0,0,0
2300,1,0,0,0
2301,0,0,0,0
2302,0,1,1,1
2303,0,1,1,1
2304,0,0,0,1
2305,0,0,1,0
2306,0,0,0,1
2307,1,1,1,1
2308,1,1,0,1
2309,0,1,1,1
2310,0,0,1,0
2311,1,0,0,0
2312,1,0,0,0
2313,0,0,0,0
2314,0,1,0,0
2315,0,0,0,0
2316,0,0,1,0
2317,1,0,0,0
2318,0,1,1,1
2319,0,1,0,0
2320,0,0,1,0
2321,0,1,1,1
2322,1,1,0,1
2323,1,1,0,1
2324,1,1,1,1
2325,0,1,1,1
2326,0,0,0,0
2327,1,0,1,0
2328,0,0,1,0
2329,0,1,1,0
2330,1,1,1,1
2331,1,1,1,1
2332,1,1,1,1
2333,1,0,0,1
2334,0,0,0,0
2335,0,0,0,0
2336,1,0,0,0
2337,0,0,1,1
2338,1,0,0,1
2339,1,1,1,1
2340,0,1,1,1
2341,1,0,0,0
2342,0,1,0,0
2343,0,0,1,0
2344,0,0,0,0
2345,0,1,0,0
2346,1,0,1,0
2347,0,0,1,0
2348,1,0,1,0
2349,1,1,1,1
2350,1,1,1,1
2351,1,1,1,1
2352,0,1,0,0
2353,0,0,0,0
2354,1,1,0,1
2355,1,1,1,1
2356,0,1,1,1
2357,1,0,0,1
2358,0,1,0,0
2359,1,1,0,0
2360,0,0,1,0
2361,1,0,0,0
2362,1,0,0,1
2363,0,0,0,0
2364,1,1,1,1
2365,1,0,0,0
2366,0,1,0,0
2367,1,1,1,1
2368,0,1,1,0
2369,0,1,1,1
2370,1,1,1,1
2371,1,0,1,1
2372,1,1,0,1
2373,1,1,0,1
2374,1,1,1,1
2375,1,0,1,1
2376,1,1,1,1
2377,0,1,1,1
2378,1,0,0,0
2379,0,1,0,0
2380,1,1,1,1
2381,1,0,1,0
2382,0,1,1,0
2383,1,1,1,1
2384,1,1,0,1
2385,0,1,1,1
2386,1,1,1,1
2387,1,0,0,0
2388,1,0,1,0
2389,0,0,0,0
2390,1,1,1,1
2391,1,1,1,1
2392,1,1,0,0
2393,1,0,1,0
2394,0,1,0,0
2395,0,1,0,0
2396,1,1,0,0
2397,1,0,1,0
2398,0,0,1,0
2399,0,1,0,0
2400,1,1,1,0
2401,0,1,1,0
2402,1,0,1,0
2403,0,0,0,1
2404,0,0,0,0
2405,0,1,1,0
2406,0,0,0,0
2407,1,1,1,1
2408,0,1,1,1
2409,0,0,1,0
2410,1,1,0,1
2411,0,0,0,0
2412,0,1,1,1
2413,1,1,0,1
2414,0,0,1,0
2415,1,1,0,1
2416,1,1,0,0
2417,1,1,0,1
2418,1,1,1,1
2419,0,1,1,1
2420,1,1,1,1
2421,0,1,0,0
2422,0,1,1,1
2423,0,0,1,0
2424,0,0,1,0
2425,0,1,1,1
2426,0,1,0,1
2427,0,0,0,0
2428,0,1,1,1
2429,0,0,0,0
2430,0,0,0,0
2431,1,0,0,0
2432,1,1,0,0
2433,1,1,0,1
2434,0,1,1,1
2435,1,0,0,1
2436,1,0,1,0
2437,1,0,1,0
2438,0,1,1,1
2439,0,0,0,0
2440,0,0,0,0
2441,0,1,0,0
2442,1,0,0,0
2443,1,0,1,0
2444,1,1,1,1
2445,1,1,1,1
2446,0,0,0,0
2447,0,1,1,1
2448,0,0,1,0
2449,1,1,1,1
2450,0,0,0,0
2451,0,1,1,0
2452,1,0,1,1
2453,1,1,0,1
2454,0,1,1,1
2455,0,1,0,0
2456,0,1,1,1
2457,0,1,0,0
2458,0,1,0,0
2459,0,1,0,1
2460,1,0,1,0
2461,1,0,1,1
2462,1,1,0,1
2463,0,1,0,0
2464,1,0,0,1
2465,0,0,0,0
2466,0,1,0,0
2467,1,0,0,0
2468,0,0,0,1
2469,0,1,0,0
2470,1,1,0,1
2471,1,1,0,1
2472,1,0,0,0
2473,0,1,0,0
2474,1,1,1,1
2475,1,0,0,0
2476,0,1,1,1
2477,1,0,1,0
2478,1,0,1,0
2479,1,0,0,0
2480,0,0,1,0
2481,0,0,0,0
2482,0,0,1,0
2483,0,1,0,0
2484,1,1,0,1
2485,0,1,1,0
2486,0,0,1,0
2487,1,1,0,1
2488,1,0,1,0
2489,1,1,0,0
2490,0,0,0,0
2491,0,1,0,0
2492,0,0,1,1
2493,1,1,0,0
2494,1,0,0,1
2495,0,1,0,0
2496,1,0,0,0
2497,1,1,1,1
2498,1,1,1,1
2499,0,1,1,1
2500,1,0,1,0
2501,1,0,0,1
2502,0,0,0,0
2503,0,0,0,0
2504,1,0,0,1
2505,1,1,0,1
2506,0,0,0,0
2507,0,1,1,1
2508,1,1,0,1
2509,1,0,0,1
2510,1,1,0,0
2511,1,0,1,1
2512,0,0,0,0
2513,1,0,0,1
2514,1,1,0,1
2515,0,0,1,0
2516,1,0,0,0
2517,0,0,0,0
2518,1,1,1,1
2519,1,0,0,0
2520,0,1,1,1
2521,0,1,0,0
2522,1,0,1,0
2523,1,1,0,1
2524,1,1,0,0
2525,0,0,1,0
2526,1,0,0,0
2527,0,0,0,0
2528,0,1,1,0
2529,1,0,0,0
2530,0,1,1,1
2531,1,1,0,1
2532,1,1,1,1
2533,1,1,0,1
2534,1,1,0,0
2535,1,0,1,0
2536,0,0,0,0
2537,0,1,1,1
2538,1,1,1,1
2539,1,0,1,0
2540,0,0,0,0
2541,0,1,0,0
2542,0,1,0,0
2543,0,0,1,0
2544,1,0,1,0
2545,1,1,1,1
2546,0,0,0,0
2547,1,0,1,0
2548,0,1,0,0
2549,1,1,0,0
2550,0,1,0,0
2551,1,0,0,0
2552,0,1,0,0
2553,0,0,0,0
2554,1,1,0,1
2555,0,1,0,0
2556,1,0,1,1
2557,1,0,0,0
2558,0,1,0,0
2559,1,1,1,1
2560,1,0,1,0
2561,1,1,1,1
2562,1,0,1,0
2563,1,0,0,0
2564,0,1,1,1
2565,1,0,1,0
2566,1,0,1,0
2567,1,0,1,0
2568,1,1,0,0
2569,1,0,1,0
2570,0,1,1,0
2571,1,1,1,1
2572,0,1,1,0
2573,0,0,0,0
2574,0,0,1,0
2575,0,1,1,1
2576,1,1,1,1
2577,0,0,0,1
2578,0,1,1,1
2579,1,1,1,1
2580,1,0,0,0
2581,1,1,1,1
2582,0,0,0,0
2583,1,0,0,1
2584,1,1,1,1
2585,0,0,1,0
2586,1,0,0,1
2587,1,0,0,0
2588,1,1,1,1
2589,1,1,0,1
2590,0,1,0,0
2591,1,0,1,1
2592,1,0,0,0
2593,0,1,0,0
2594,1,1,0,1
2595,0,0,0,0
2596,1,1,0,1
2597,0,1,0,0
2598,0,1,1,1
2599,0,1,0,0
2600,0,1,1,0
2601,1,0,1,0
2602,0,1,1,1
2603,1,1,1,1
2604,0,0,1,0
2605,0,0,1,1
2606,0,0,1,0
2607,1,0,1,1
2608,0,1,0,0
2609,1,1,1,1
2610,1,1,1,1
2611,1,1,1,1
2612,1,0,0,0
2613,1,0,1,0
2614,1,1,0,1
2615,1,1,1,1
2616,1,1,1,1
2617,1,1,0,1
2618,0,0,1,0
2619,0,1,0,0
2620,0,0,0,0
2621,0,0,1,1
2622,0,0,1,0
2623,1,0,0,0
2624,1,1,0,0
2625,1,1,1,1
2626,1,1,1,1
